Customer_id,date,time,order_id,items,amount,mode,restaurnt,Status,ratings,feedback
OXJY167254JK,11/11/23,10.45.33,315P315,Vegan cauliflower steak:,67,Online,Brussels Mussels ,Delivered,5,Fast delivery
UYXR411673XC,11/11/23,10.45.33,499O499,Banana shake:,23,Cash,Sushi Masters,Delivered,1,Difficult to order
OXJY167254JK,11/11/23,10.45.33,858S858,Mango Cremeux:,28,Wallet,Gaspar's,Delivered,2,Coupon applied
SBXX592702XP,11/11/23,10.45.33,286U286,Veg Premium Burger:,83,Cash,Da Antonio,Delivered,2,Late delivery
LRKI603654KL,11/11/23,10.45.33,264H264,RAVIOLI:,71,Card,Sushi Masters,Delivered,1,Coupon applied
QTSI285174SG,11/11/23,10.45.33,320Q320,Curd:,60,Cash,Gaspar's,Delivered,4,Will order again
QTSI285174SG,11/11/23,10.45.33,923T923,chocolate mousse,95,Online,Veranda,Delivered,2,Stale food
SBXX592702XP,11/11/23,10.45.33,501N501,HALIBUT CEVICHE:,36,Card,Saint German,Delivered,2,Coupon applied
QTSI285174SG,11/11/23,10.45.33,947M947,Regular:,81,Wallet,Brussels Mussels ,Delivered,5,Worth
FSAM929386AQ,11/11/23,10.45.33,218R218,Mango shake:,83,Card,Sushi Masters,Delivered,3,Coupon applied
OXJY167254JK,11/11/23,10.45.33,123F123,Pizza:,57,Card,Gaspar's,Delivered,1,Complicated procedure
XVTR474839TP,11/11/23,10.45.33,536D536,tartlet:,52,Card,Le Travi,Delivered,5,Worth
UYXR411673XC,11/11/23,10.45.33,306Y306,RAVIOLI:,60,Online,Da Antonio,Delivered,5,Good service
SAMV824387MW,11/11/23,10.45.33,607D607,Benedict:,68,Cash,Augustin,Delivered,2,Complicated procedure
JXJY167254JK,11/11/23,10.45.33,954Sr54,Noodles:as:Bread,89,Wallet,Demoloftas,Delivered,5,Awesome experience
UYXR411673XC,11/11/23,10.45.33,123W123,Curd:,49,Wallet,Sushi Masters,Delivered,5,Fast delivery
OXJY167254JK,11/11/23,10.45.33,183M183,Benedict:,48,Wallet,Le Travi,Delivered,4,Easy to order
QTSI285174SG,11/11/23,10.45.33,779Q779,Banana shake:,23,Wallet,Stebuklai,Delivered,3,Late delivery
LJBO9511000BL,11/11/23,10.45.33,836M836,meatballs:,61,Cash,Demoloftas,Delivered,1,Difficult to order
XVTR474839TP,11/11/23,10.45.33,655V655,salad:,30,Wallet,Demoloftas,Delivered,1,High price
FRBT691245BA,11/11/23,10.45.33,389V389,Crispy Onion Rings:,55,Card,Stebuklai,Delivered,2,Complicated procedure
XVTR474839TP,11/11/23,10.45.33,351F351,lamb:,39,Card,Augustin,Delivered,2,High price
LJBO9511000BL,11/11/23,10.45.33,468P468,Bread:,44,Card,Brussels Mussels ,Delivered,3,Late delivery
UFDF355524DM,11/11/23,10.45.33,904M904,Banana shake:,70,Card,Da Antonio,Delivered,5,Nice
UYXR411673XC,11/11/23,10.45.33,334A334,Banana shake:,87,Wallet,Veranda,Delivered,3,High price
XVTR474839TP,11/11/23,10.45.33,518A518,shake:,32,Online,Da Antonio,Delivered,5,Awesome experience
UFDF355524DM,11/11/23,10.45.33,765Q765,Curd:,78,Wallet,Augustin,Delivered,2,Delivery boy didnt come at doorstep
XVTR474839TP,11/11/23,10.45.33,452P452,Vegan cauliflower steak,64,Card,Brussels Mussels ,Delivered,3,Stale food
SBXX592702XP,11/11/23,10.45.33,973O973,Banana shake:,90,Cash,Demoloftas,Delivered,5,Awesome experience
JXJY167254JK,11/11/23,10.45.33,954Sr54,Bread,12,Wallet,Demoloftas,Delivered,4,Awesome experience
OXJY167254JK,11/11/23,10.45.33,394G394,shake:,78,Cash,Gaspar's,Delivered,2,Late delivery
UYXR411673XC,11/11/23,10.45.33,773E773,Veg Premium Burger:,69,Card,Stebuklai,Delivered,2,Stale food
FRBT691245BA,11/11/23,10.45.33,279R279,Crispy Onion Rings:,26,Cash,Selfish,Delivered,4,Nice
SBXX592702XP,11/11/23,10.45.33,848O848,Benedict:,81,Online,Veranda,Delivered,2,Difficult to order
LJBO9511000BL,11/11/23,10.45.33,576M576,Edamame beans:,44,Wallet,Brussels Mussels ,Delivered,4,Good service
LRKI603654KL,11/11/23,10.45.33,697A697,salad:,100,Wallet,Saint German,Delivered,2,Late delivery
LRKI603654KL,11/11/23,10.45.33,176C176,BURRATA DI BUFALA:,74,Cash,Demoloftas,Delivered,2,Late delivery
XVTR474839TP,11/11/23,10.45.33,566F566,lamb:,91,Cash,Brussels Mussels ,Delivered,4,Delicious food
JXJY167254JK,11/11/23,10.45.33,954Sr54,Noodles:Bread,19,Wallet,Demoloftas,Delivered,5,Awesome experience
QTSI285174SG,11/11/23,10.45.33,769Z769,Veg Premium Burger:,28,Card,Augustin,Delivered,5,Worth
FSAM929386AQ,11/11/23,10.45.33,874C874,RAVIOLI:,78,Online,Saint German,Delivered,5,Good service
OXJY167254JK,11/11/23,10.45.33,937A937,Benedict:,60,Card,Sushi Masters,Delivered,4,Delicious food
OXJY167254JK,11/11/23,10.45.33,658B658,shake:,70,Online,Demoloftas,Delivered,2,Complicated procedure
QTSI285174SG,11/11/23,10.45.33,755B755,RAVIOLI:,76,Cash,Da Antonio,Delivered,3,High price
LRKI603654KL,11/11/23,10.45.33,771L771,lamb:,94,Cash,Demoloftas,Delivered,2,Late delivery
SAMV824387MW,11/11/23,10.45.33,859K859,Crispy Onion Rings:,67,Cash,Selfish,Delivered,2,Coupon applied
OXJY167254JK,11/11/23,10.45.33,873Y873,tuna steak:,45,Wallet,Brussels Mussels ,Delivered,2,Food not good
OXJY167254JK,11/11/23,10.45.33,764T764,meatballs:,25,Card,Veranda,Delivered,4,Cheap and best
QTSI285174SG,11/11/23,10.45.33,341I341,Soup of the day:,40,Wallet,Telegrafas,Delivered,3,Complicated procedure
LRKI603654KL,11/11/23,10.45.33,404X404,BURRATA DI BUFALA:,27,Card,Sushi Masters,Delivered,2,Delivery boy didnt come at doorstep
XVTR474839TP,11/11/23,10.45.33,758D758,meatballs:,36,Card,Veranda,Delivered,3,Stale food
XVTR474839TP,11/11/23,10.45.33,430S430,Mango shake:,96,Wallet,Stebuklai,Delivered,1,Delivery boy didnt come at doorstep
QTSI285174SG,11/11/23,10.45.33,823G823,Scallops:,88,Cash,Gaspar's,Delivered,2,High price
FRBT691245BA,11/11/23,10.45.33,666X666,HALIBUT CEVICHE:,96,Wallet,Gaspar's,Delivered,5,Nice
LJBO9511000BL,11/11/23,10.45.33,382J382,Crispy Onion Rings:,91,Card,Augustin,Delivered,2,Food not good
OXJY167254JK,11/11/23,10.45.33,752W752,shake:,89,Card,Da Antonio,Delivered,4,Easy to order
LJBO9511000BL,11/11/23,10.45.33,912Z912,tartlet:,50,Online,Brussels Mussels ,Delivered,2,Delivery boy didnt come at doorstep
OXJY167254JK,11/11/23,10.45.33,703K703,Banana shake:,57,Wallet,Veranda,Delivered,5,Good service
UYXR411673XC,11/11/23,10.45.33,445Y445,Crispy Onion Rings:,56,Wallet,Demoloftas,Delivered,1,Complicated procedure
LJBO9511000BL,11/11/23,10.45.33,309J309,Mango shake:,51,Cash,Gaspar's,Delivered,1,Difficult to order
LRKI603654KL,11/11/23,10.45.33,608Q608,Mango Cremeux:,24,Online,Da Antonio,Delivered,2,Coupon applied
XVTR474839TP,11/11/23,10.45.33,905K905,BURRATA DI BUFALA:,95,Online,Demoloftas,Delivered,1,Late delivery
LJBO9511000BL,11/11/23,10.45.33,329T329,Bread:,26,Online,Brussels Mussels ,Delivered,2,Coupon applied
LJBO9511000BL,11/11/23,10.45.33,627Z627,SALMON SALAD:,66,Online,Le Travi,Delivered,3,Delivery boy didnt come at doorstep
XVTR474839TP,11/11/23,10.45.33,787I787,Scallops:,80,Online,Telegrafas,Delivered,2,Stale food
SBXX592702XP,11/11/23,10.45.33,938D938,Veg Premium Burger:,91,Cash,Demoloftas,Delivered,2,Delivery boy didnt come at doorstep
OXJY167254JK,11/11/23,10.45.33,933W933,meatballs:,42,Card,Augustin,Delivered,4,Cheap and best
FRBT691245BA,11/11/23,10.45.33,792P792,fries:,48,Online,Veranda,Delivered,2,Delivery boy didnt come at doorstep
XVTR474839TP,11/11/23,10.45.33,425V425,Mango shake:,41,Cash,Saint German,Delivered,1,Coupon applied
LRKI603654KL,11/11/23,10.45.33,562T562,Bread:,20,Card,Le Travi,Delivered,4,Cheap and best
LRKI603654KL,11/11/23,10.45.33,611D611,HALIBUT CEVICHE:,94,Cash,Demoloftas,Delivered,1,Complicated procedure
LJBO9511000BL,11/11/23,10.45.33,441M441,salad:,82,Wallet,Saint German,Delivered,2,High price
SAMV824387MW,11/11/23,10.45.33,352G352,pickle:,62,Online,Brussels Mussels ,Delivered,2,Difficult to order
UYXR411673XC,11/11/23,10.45.33,662X662,meatballs:,49,Online,Selfish,Delivered,2,Coupon applied
QTSI285174SG,11/11/23,10.45.33,249A249,Curd:,57,Online,Brussels Mussels ,Delivered,2,Coupon applied
QTSI285174SG,11/11/23,10.45.33,284O284,Pizza:,44,Card,Le Travi,Delivered,5,Easy to order
UFDF355524DM,11/11/23,10.45.33,998P998,Veg Premium Burger:,48,Wallet,Le Travi,Delivered,4,Cheap and best
OXJY167254JK,11/11/23,10.45.33,586V586,Curd:,95,Card,Gaspar's,Delivered,2,Late delivery
UFDF355524DM,11/11/23,10.45.33,667M667,Curd:,96,Card,Demoloftas,Delivered,1,High price
UFDF355524DM,11/11/23,10.45.33,152D152,Noodles:,22,Cash,Saint German,Delivered,3,Coupon applied
SBXX592702XP,11/11/23,10.45.33,409H409,Benedict:,71,Online,Le Travi,Delivered,2,Stale food
LJBO9511000BL,11/11/23,10.45.33,158J158,RAVIOLI:,24,Card,Veranda,Delivered,3,Difficult to order
OXJY167254JK,11/11/23,10.45.33,187L187,Veg Premium Burger:,28,Cash,Le Travi,Delivered,5,Fast delivery
QTSI285174SG,11/11/23,10.45.33,878Q878,RAVIOLI:,64,Wallet,Gaspar's,Delivered,5,Delicious food
LRKI603654KL,11/11/23,10.45.33,699V699,Bread:,89,Card,Demoloftas,Delivered,4,Easy to order
UYXR411673XC,11/11/23,10.45.33,102M102,Banana shake:,42,Card,Brussels Mussels ,Delivered,2,High price
SBXX592702XP,11/11/23,10.45.33,400S400,shake:,62,Card,Gaspar's,Delivered,3,Coupon applied
UFDF355524DM,11/11/23,10.45.33,177A177,Soup of the day:,39,Online,Selfish,Delivered,2,High price
FRBT691245BA,11/11/23,10.45.33,168V168,HALIBUT CEVICHE:,75,Online,Le Travi,Delivered,2,Complicated procedure
XVTR474839TP,11/11/23,10.45.33,374Z374,lamb:,72,Card,Telegrafas,Delivered,4,Delicious food
SBXX592702XP,11/11/23,10.45.33,895Y895,pickle:,65,Card,Saint German,Delivered,3,Stale food
UFDF355524DM,11/11/23,10.45.33,202U202,Bread:,62,Wallet,Saint German,Delivered,2,Delivery boy didnt come at doorstep
SBXX592702XP,11/11/23,10.45.33,925Y925,fries:,86,Cash,Da Antonio,Delivered,5,Cheap and best
SBXX592702XP,11/11/23,10.45.33,190Y190,SALMON SALAD:,81,Cash,Selfish,Delivered,1,Late delivery
SAMV824387MW,11/11/23,10.45.33,732H732,pickle:,71,Wallet,Brussels Mussels ,Delivered,3,Difficult to order
OXJY167254JK,11/11/23,10.45.33,994T994,BURRATA DI BUFALA:,83,Wallet,Brussels Mussels ,Delivered,2,Delivery boy didnt come at doorstep
OXJY167254JK,11/11/23,10.45.33,722N722,Banana shake:,41,Wallet,Stebuklai,Delivered,2,Complicated procedure
SAMV824387MW,11/11/23,10.45.33,885W885,RAVIOLI:,76,Online,Le Travi,Delivered,5,Easy to order
UFDF355524DM,11/11/23,10.45.33,217O217,Noodles:,86,Card,Telegrafas,Delivered,2,Food not good
UYXR411673XC,11/11/23,10.45.33,533X533,RAVIOLI:,81,Card,Le Travi,Delivered,2,Delivery boy didnt come at doorstep
QTSI285174SG,11/11/23,10.45.33,902X902,shake:,33,Card,Da Antonio,Delivered,1,Complicated procedure
OXJY167254JK,11/11/23,10.45.33,963R963,Fried Rice:,82,Online,Sushi Masters,Delivered,4,Easy to order
OXJY167254JK,11/11/23,10.45.33,2.21E+223,Scallops:,69,Cash,Da Antonio,Delivered,2,Difficult to order
FRBT691245BA,11/11/23,10.45.33,701A701,SALMON SALAD:,32,Online,Stebuklai,Delivered,5,Fast delivery
LJBO9511000BL,11/11/23,10.45.33,105Z105,tuna steak:,80,Card,Sushi Masters,Delivered,2,Stale food
LJBO9511000BL,11/11/23,10.45.33,557Z557,Regular:,55,Cash,Gaspar's,Delivered,4,Nice
LRKI603654KL,11/11/23,10.45.33,689S689,fries:,49,Wallet,Le Travi,Delivered,5,Awesome experience
LRKI603654KL,11/11/23,10.45.33,316O316,Soup of the day:,29,Cash,Selfish,Delivered,4,Fast delivery
OXJY167254JK,11/11/23,10.45.33,307X307,Scallops:,69,Wallet,Sushi Masters,Delivered,4,Delicious food
LRKI603654KL,11/11/23,10.45.33,983A983,RAVIOLI:,35,Wallet,Brussels Mussels ,Delivered,4,Delicious food
UYXR411673XC,11/11/23,10.45.33,742Y742,Scallops:,21,Wallet,Demoloftas,Delivered,4,Good service
XVTR474839TP,11/11/23,10.45.33,381I381,SALMON SALAD:,42,Online,Stebuklai,Delivered,2,Stale food
SBXX592702XP,11/11/23,10.45.33,501F501,SALMON SALAD:,43,Card,Veranda,Delivered,3,Complicated procedure
XVTR474839TP,11/11/23,10.45.33,668P668,Banana shake:,96,Wallet,Le Travi,Delivered,2,Delivery boy didnt come at doorstep
UFDF355524DM,11/11/23,10.45.33,825D825,shake:,98,Cash,Veranda,Delivered,2,Late delivery
OXJY167254JK,11/11/23,10.45.33,847M847,Bread:,31,Wallet,Augustin,Delivered,3,Coupon applied
FRBT691245BA,11/11/23,10.45.33,128T128,Quiche:,38,Wallet,Le Travi,Delivered,2,Late delivery
FRBT691245BA,11/11/23,10.45.33,234L234,Crispy Onion Rings:,45,Online,Saint German,Delivered,4,Cheap and best
OXJY167254JK,11/11/23,10.45.33,421H421,chocolate mousse,23,Cash,Da Antonio,Delivered,1,High price
OXJY167254JK,11/11/23,10.45.33,519B519,chocolate mousse,94,Card,Gaspar's,Delivered,1,Complicated procedure
QTSI285174SG,11/11/23,10.45.33,358J358,Crispy Onion Rings:,78,Online,Augustin,Delivered,3,Stale food
XVTR474839TP,11/11/23,10.45.33,376E376,Banana shake:,54,Card,Stebuklai,Delivered,2,Late delivery
LJBO9511000BL,11/11/23,10.45.33,332C332,Pizza:,76,Card,Sushi Masters,Delivered,4,Delicious food
FRBT691245BA,11/11/23,10.45.33,584R584,Regular:,57,Card,Saint German,Delivered,5,Delicious food
OXJY167254JK,11/11/23,10.45.33,552I552,Benedict:,28,Cash,Augustin,Delivered,4,Delicious food
SAMV824387MW,11/11/23,10.45.33,919M919,meatballs:,30,Wallet,Le Travi,Delivered,4,Easy to order
FRBT691245BA,11/11/23,10.45.33,961Y961,Soup of the day:,28,Online,Stebuklai,Delivered,5,Will order again
SAMV824387MW,11/11/23,10.45.33,593K593,chocolate mousse,38,Online,Saint German,Delivered,5,Will order again
OXJY167254JK,11/11/23,10.45.33,752N752,Banana shake:,95,Wallet,Demoloftas,Delivered,2,Difficult to order
LJBO9511000BL,11/11/23,10.45.33,455W455,fries:,96,Online,Brussels Mussels ,Delivered,2,Complicated procedure
LRKI603654KL,11/11/23,10.45.33,281D281,RAVIOLI:,79,Cash,Gaspar's,Delivered,3,Food not good
XVTR474839TP,11/11/23,10.45.33,819L819,Soup of the day:,31,Online,Le Travi,Delivered,2,Delivery boy didnt come at doorstep
XVTR474839TP,11/11/23,10.45.33,373I373,Quiche:,37,Card,Brussels Mussels ,Delivered,2,Late delivery
OXJY167254JK,11/11/23,10.45.33,564J564,salad:,63,Wallet,Demoloftas,Delivered,5,Cheap and best
SAMV824387MW,11/11/23,10.45.33,149F149,Bread:,31,Cash,Saint German,Delivered,4,Worth
XVTR474839TP,11/11/23,10.45.33,539I539,meatballs:,51,Online,Demoloftas,Delivered,1,High price
LJBO9511000BL,11/11/23,10.45.33,215J215,Benedict:,39,Cash,Brussels Mussels ,Delivered,1,Delivery boy didnt come at doorstep
SAMV824387MW,11/11/23,10.45.33,363Z363,meatballs:,52,Cash,Telegrafas,Delivered,5,Worth
UYXR411673XC,11/11/23,10.45.33,726Z726,fries:,55,Wallet,Le Travi,Delivered,2,Delivery boy didnt come at doorstep
LRKI603654KL,11/11/23,10.45.33,741F741,Banana shake:,67,Online,Selfish,Delivered,3,Stale food
LRKI603654KL,11/11/23,10.45.33,264U264,meatballs:,52,Card,Saint German,Delivered,1,Difficult to order
SBXX592702XP,11/11/23,10.45.33,775V775,shake:,54,Cash,Selfish,Delivered,3,Delivery boy didnt come at doorstep
XVTR474839TP,11/11/23,10.45.33,403H403,pickle:,55,Online,Saint German,Delivered,2,Difficult to order
SBXX592702XP,11/11/23,10.45.33,517U517,pickle:,27,Online,Saint German,Delivered,2,Complicated procedure
UYXR411673XC,11/11/23,10.45.33,715H715,tuna steak:,66,Wallet,Selfish,Delivered,5,Nice
QTSI285174SG,11/11/23,10.45.33,527W527,Scallops:,59,Wallet,Augustin,Delivered,2,Late delivery
LRKI603654KL,11/11/23,10.45.33,491A491,Fried Rice:,80,Online,Stebuklai,Delivered,5,Easy to order
JXJY167254JK,11/11/23,10.45.33,154S644,Quiche:Noodles:Bread,123,Card,Sushi Masters,Delivered,4,Will order again
LJBO9511000BL,11/11/23,10.45.33,105Z105,tuna steak:,80,Card,Sushi Masters,Delivered,2,Stale food
LJBO9511000BL,11/11/23,10.45.33,557Z557,Regular:,55,Cash,Gaspar's,Delivered,4,Nice
LRKI603654KL,11/11/23,10.45.33,689S689,fries:,49,Wallet,Le Travi,Delivered,5,Awesome experience
LRKI603654KL,11/11/23,10.45.33,316O316,Soup of the day:,29,Cash,Selfish,Delivered,4,Fast delivery
OXJY167254JK,11/11/23,10.45.33,307X307,Scallops:,69,Wallet,Sushi Masters,Delivered,4,Delicious food
LRKI603654KL,11/11/23,10.45.33,983A983,RAVIOLI:,35,Wallet,Brussels Mussels ,Delivered,4,Delicious food
UYXR411673XC,11/11/23,10.45.33,742Y742,Scallops:,21,Wallet,Demoloftas,Delivered,4,Good service
XVTR474839TP,11/11/23,10.45.33,381I381,SALMON SALAD:,42,Online,Stebuklai,Delivered,2,Stale food
SBXX592702XP,11/11/23,10.45.33,501F501,SALMON SALAD:,43,Card,Veranda,Delivered,3,Complicated procedure
XVTR474839TP,11/11/23,10.45.33,668P668,Banana shake:,96,Wallet,Le Travi,Delivered,2,Delivery boy didnt come at doorstep
UFDF355524DM,11/11/23,10.45.33,825D825,shake:,98,Cash,Veranda,Delivered,2,Late delivery
OXJY167254JK,11/11/23,10.45.33,847M847,Bread:,31,Wallet,Augustin,Delivered,3,Coupon applied
FRBT691245BA,11/11/23,10.45.33,128T128,Quiche:,38,Wallet,Le Travi,Delivered,2,Late delivery
FRBT691245BA,11/11/23,10.45.33,234L234,Crispy Onion Rings:,45,Online,Saint German,Delivered,4,Cheap and best
OXJY167254JK,11/11/23,10.45.33,421H421,chocolate mousse,23,Cash,Da Antonio,Delivered,1,High price
OXJY167254JK,11/11/23,10.45.33,519B519,chocolate mousse,94,Card,Gaspar's,Delivered,1,Complicated procedure
QTSI285174SG,11/11/23,10.45.33,358J358,Crispy Onion Rings:,78,Online,Augustin,Delivered,3,Stale food
XVTR474839TP,11/11/23,10.45.33,376E376,Banana shake:,54,Card,Stebuklai,Delivered,2,Late delivery
LJBO9511000BL,11/11/23,10.45.33,332C332,Pizza:,76,Card,Sushi Masters,Delivered,4,Delicious food
FRBT691245BA,11/11/23,10.45.33,584R584,Regular:,57,Card,Saint German,Delivered,5,Delicious food
OXJY167254JK,11/11/23,10.45.33,552I552,Benedict:,28,Cash,Augustin,Delivered,4,Delicious food
SAMV824387MW,11/11/23,10.45.33,919M919,meatballs:,30,Wallet,Le Travi,Delivered,4,Easy to order
FRBT691245BA,11/11/23,10.45.33,961Y961,Soup of the day:,28,Online,Stebuklai,Delivered,5,Will order again
SAMV824387MW,11/11/23,10.45.33,593K593,chocolate mousse,38,Online,Saint German,Delivered,5,Will order again
OXJY167254JK,11/11/23,10.45.33,752N752,Banana shake:,95,Wallet,Demoloftas,Delivered,2,Difficult to order
LJBO9511000BL,11/11/23,10.45.33,455W455,fries:,96,Online,Brussels Mussels ,Delivered,2,Complicated procedure
LRKI603654KL,11/11/23,10.45.33,281D281,RAVIOLI:,79,Cash,Gaspar's,Delivered,3,Food not good
XVTR474839TP,11/11/23,10.45.33,819L819,Soup of the day:,31,Online,Le Travi,Delivered,2,Delivery boy didnt come at doorstep
XVTR474839TP,11/11/23,10.45.33,373I373,Quiche:,37,Card,Brussels Mussels ,Delivered,2,Late delivery
OXJY167254JK,11/11/23,10.45.33,564J564,salad:,63,Wallet,Demoloftas,Delivered,5,Cheap and best
SAMV824387MW,11/11/23,10.45.33,149F149,Bread:,31,Cash,Saint German,Delivered,4,Worth
XVTR474839TP,11/11/23,10.45.33,539I539,meatballs:,51,Online,Demoloftas,Delivered,1,High price
LJBO9511000BL,11/11/23,10.45.33,215J215,Benedict:,39,Cash,Brussels Mussels ,Delivered,1,Delivery boy didnt come at doorstep
SAMV824387MW,11/11/23,10.45.33,363Z363,meatballs:,52,Cash,Telegrafas,Delivered,5,Worth
